ID,life_expectancy,bmi,hiv,gdp,thinness_till19,inf_death,school,lifestyle,pop_size
1530,72,59,0.1,12297.91535,2.9,0,16.4,790.6,2
1531,76,58.7,0.1,924.642548,3,0,16.4,745.49,1
1532,78,58.4,0.1,7863.1629,3,0,16.2,718.32,2
1533,71.6,58.1,0.1,676.966998,3.1,0,16.3,703.01,1
1534,71.6,57.8,0.1,555.535669,3.2,0,15.8,652.562,2
1535,71.4,57.5,0.1,4146.987928,3.3,0,15.3,632.5,1
1536,71.2,57.2,0.1,353.147337,3.3,0,14.7,583.44,1
1537,71.6,56.9,0.1,3297.35471,3.4,0,14,561.603,2
1538,82,61.3,0.1,1199.8223,1,0,13.9,250.104,1
1539,81.7,6.9,0.1,119172.7418,1,0,13.9,76.728,2
1540,81.4,6.5,0.1,113751.85,0.9,0,13.9,71.63,1
1541,81.1,6.1,0.1,16749.136,0.9,0,13.9,69.174,1
1542,88,59.6,0.1,115761.577,0.9,0,13.9,685.4,2
1543,86,59.2,0.1,14965.361,0.9,0,13.7,672.512,1
1544,83,58.8,0.1,13198.6693,0.9,0,13.5,671.496,2
1545,80,58.4,0.1,114293.8433,0.9,0,13.5,673.352,1
1546,79.7,57.9,0.1,1618.4928,0.9,0,13.5,680.325,2
1547,79.4,57.5,0.1,89739.7117,0.9,0,13.5,688.85,2
1548,78.8,57,0.1,8289.69641,1,0,13.5,674.88,2
1549,78.7,56.4,0.1,75716.3518,1,0,13.5,700.488,1
1550,78.6,55.8,0.1,65445.8853,1,0,13.6,703.638,1
1551,78.3,55.2,0.1,5293.64115,1,0,13.5,712.632,2
1552,78,54.6,0.1,48179.4285,1,0,13.4,703.794,1
1553,77.8,54,0.1,48735.99549,1,0,13.5,709.56,1
1554,65.5,2.5,0.3,41.8575951,7.1,28,10.3,10.2,2
1555,65.1,2,0.3,452.4631926,7.2,29,10.3,0.02,2
1556,64.7,19.5,0.4,461.723722,7.3,29,10.3,16.965,3
1557,64.3,19,0.4,443.9611,7.4,30,10.2,16.53,3
1558,63.8,18.5,0.4,454.963464,7.5,31,10.2,17.945,3
1559,63.3,18,0.5,412.739341,7.6,32,10.2,18.54,2
1560,62.8,17.6,0.5,415.6893226,7.7,33,9.7,16.016,2
1561,62.3,17.1,0.5,47.733254,7.8,34,9.4,11.628,3
1562,61.9,16.7,0.6,377.8482928,7.9,35,9.1,11.857,3
1563,61.4,16.3,0.6,292.157443,8,36,9,11.084,2
1564,69,15.8,0.6,274.819723,8.1,37,8.9,11.376,3
1565,64,15.4,0.6,245.1235876,8.2,38,8.7,12.474,2
1566,59.9,15,0.7,316.7998965,8.3,40,8.5,13.95,3
1567,59.3,14.7,0.7,262.2859481,8.5,41,8.3,13.23,3
1568,58.7,14.3,0.7,278.555732,8.6,42,8.2,15.015,2
1569,57.9,13.9,0.6,245.939659,8.7,44,8,16.124,2
1570,58.3,19.6,4.8,362.6575444,6.4,26,10.8,79.968,2
1571,57.6,19.2,5.1,354.7253961,6.5,27,10.7,0.192,2
1572,56.7,18.8,6.3,332.922339,6.5,29,10.7,0.188,3
1573,55.3,18.4,8.3,374.51882,6.6,31,10.7,0.184,1
1574,54.1,18,11.2,512.125451,6.7,32,10.6,22.14,3
1575,52.9,17.6,13.7,458.8681744,6.8,35,10.2,19.008,2
1576,51.5,17.3,14.9,42.7379657,6.9,36,9.9,20.068,2
1577,50,16.9,16.9,372.842678,7,36,9.6,21.463,3
1578,48.5,16.6,19.3,32.2227274,7.1,37,9.7,19.588,2
1579,47.1,16.2,21.1,297.6971211,7.3,38,9.6,19.116,3
1580,46,15.9,22.4,28.3673842,7.4,39,9.7,16.536,2
1581,45.1,15.5,23.4,274.2256294,7.5,40,10,17.205,2
1582,44.6,15.2,24.2,26.152517,7.6,43,10.3,16.416,3
1583,44,14.8,24.7,29.9798977,7.7,46,10.4,16.28,2
1584,43.5,14.4,25.1,146.7615397,7.9,48,10.1,16.56,3
1585,43.1,14.1,25.5,153.2594872,8,51,10.7,16.638,3
1586,75,4.6,0.1,9643.644683,7.5,4,13.1,18.768,2
1587,74.8,39.5,0.1,11183.96191,7.6,4,13,20.54,1
1588,74.6,38.5,0.1,1882.27842,7.8,3,12.9,20.405,2
1589,74.5,37.4,0.1,1779.49641,7.9,3,12.9,19.822,2
1590,74.3,36.3,0.1,145.1262,8,3,13,18.513,3
1591,74.1,35.3,0.1,971.356987,8.2,3,12.8,17.297,3
1592,74,34.4,0.1,7326.744435,8.3,3,12.6,16.168,2
1593,73.8,33.4,0.1,8513.629541,8.5,3,12.5,15.698,2
1594,73.7,32.5,0.1,7269.17114,8.7,3,12.3,13.975,3
1595,73.6,31.6,0.1,6222.982955,8.8,3,12.7,13.272,3
1596,73.4,3.7,0.1,5593.822995,9,3,12.9,1.702,3
1597,73.2,29.8,0.1,4955.477743,9.2,3,12.7,14.602,2
1598,73.1,28.8,0.1,4463.675893,9.3,3,12.1,13.824,2
1599,72.9,27.9,0.1,4167.364387,9.5,4,12,13.671,3
1600,72.7,27,0.1,3915.11546,9.7,4,11.9,14.31,2
1601,72.4,26,0.1,445.17471,9.8,4,11.6,14.04,2
1602,78.5,27.4,0.1,8395.785198,13.6,0,12.7,111.792,1
1603,78.2,26.2,0.1,7716.2415,13.6,0,12.7,0.262,1
1604,77.9,25.1,0.1,7112.33575,13.7,0,12.4,0.251,1
1605,77.6,24.1,0.1,6541.7465,13.8,0,12.1,0.241,1
1606,77.3,23.1,0.1,6497.55443,13.9,0,11.8,44.352,1
1607,76.7,22.1,0.1,633.79498,14,0,11.6,40.443,1
1608,76.3,21.2,0.1,597.1659,14.1,0,11.8,33.708,1
1609,75.9,2.3,0.1,5828.621374,14.2,0,11.8,4.048,1
1610,75.4,19.5,0.1,52.862285,14.3,0,11.9,34.71,1
1611,75,18.7,0.1,4428.522898,14.3,0,12,30.294,1
1612,74.3,18,0.1,3488.493769,14.4,0,12.1,26.46,1
1613,73.4,17.3,0.1,3853.33348,14.5,0,12.2,27.68,1
1614,72.7,16.7,0.1,3432.247841,14.6,0,11.8,29.225,1
1615,71.8,16.2,0.1,32.37239,14.6,0,12,31.59,1
1616,78,15.6,0.1,298.67598,14.7,0,11.8,30.888,1
1617,69.6,15.2,0.1,2182.99711,14.8,0,11.3,27.816,1
1618,58.2,23.8,1.5,729.725338,7.7,52,8.4,97.104,2
1619,57.8,23.2,1.6,825.5729915,7.9,52,8.2,0.232,3
1620,57.3,22.5,1.6,777.659139,8.1,53,8,0.225,3
1621,57.2,21.9,1.5,777.3476868,8.3,53,7.7,0.219,1
1622,56.8,21.3,1.5,835.88998,8.5,54,7.5,12.993,2
1623,56.5,2.7,1.5,78.377632,8.8,54,7.3,1.62,1
1624,56,2.2,1.6,697.153124,9,55,7.1,1.298,2
1625,55.5,19.6,1.6,689.6784228,9.2,55,5.8,11.172,3
1626,55,19,1.7,595.6368319,9.4,56,6.4,10.45,2
1627,54.3,18.5,1.8,521.6425796,9.7,57,6.1,9.805,2
1628,53.6,18,1.9,487.942556,9.9,57,5.8,9.9,3
1629,52.8,17.5,2,439.3572924,1.1,58,5.5,8.575,2
1630,52,17,2.2,391.791281,1.3,59,5.2,9.18,1
1631,51.2,16.5,2.3,334.22416,1.5,60,4.9,8.745,3
1632,55,16.1,2.4,36.8473237,1.8,60,4.6,8.211,3
1633,49.8,15.6,2.5,269.3483829,11,60,4.4,7.332,1
1634,81.7,69.6,0.1,23819.4636,0.8,0,14.6,283.968,1
1635,81.4,69.2,0.1,2618.92599,0.8,0,14.3,587.508,1
1636,81.1,68.8,0.1,2393.1888,0.8,0,14.2,590.304,1
1637,81,68.4,0.1,2193.8836,0.8,0,14.1,524.628,1
1638,87,68,0.1,22821.847,0.8,0,14.8,469.88,1
1639,83,67.6,0.1,2187.79469,0.8,0,14.6,534.716,1
1640,82,67.1,0.1,2675.58259,0.8,0,14.4,495.198,1
1641,80,66.6,0.1,21928.767,0.7,0,14.6,475.524,1
1642,79.6,66.1,0.1,19375.5696,0.7,0,14.4,492.445,1
1643,79.3,65.6,0.1,16671.5672,0.7,0,14.8,579.904,1
1644,79,65,0.1,15835.34667,0.7,0,14.8,416.65,1
1645,78.7,64.5,0.1,1519.5497,0.7,0,14.2,421.185,1
1646,78.5,63.9,0.1,13689.98999,0.7,0,13.8,428.13,1
1647,78.2,63.4,0.1,11843.9392,0.7,0,13.8,363.282,1
1648,77.8,62.8,0.1,1121.78636,0.7,0,13.7,352.936,1
1649,77.5,62.3,0.1,1139.5651,0.8,0,13.8,348.257,1
1651,63.1,3.8,0.9,1158.256469,7.8,8,8.5,15.504,2
1652,63,3.1,0.9,1326.66882,8,8,8.5,0.031,1
1653,62.7,29.4,1.1,145.57838,8.1,8,8.2,0.294,1
1654,62.5,28.8,1.2,1364.283745,8.3,8,7.8,0.288,1
1655,62.2,28.1,1.2,1393.261593,8.5,8,7.7,0.281,2
1656,62,27.4,1.2,123.383675,8.7,8,7.6,0.274,1
1657,61.7,26.8,1.2,146.83851,8.9,8,7.1,0.268,1
1658,61.4,26.1,1.3,1167.535689,9.2,8,7.2,0.522,1
1659,61.2,25.5,1.3,113.3128,9.4,8,7.4,0.51,2
1660,69,24.8,1.3,944.134851,9.6,8,7.2,0.248,1
1661,66,24.2,1.3,697.7451989,9.8,8,7.2,0.242,1
1662,64,23.6,1.3,62.547286,1,8,6.7,0.236,1
1663,63,22.9,1.3,528.586613,1.3,8,6.6,0.229,2
1664,62,22.3,1.2,46.9542322,1.5,7,6.5,0.446,2
1665,61,21.7,1.2,464.229758,1.7,7,6.5,0.217,1
1666,60,21.1,1.1,477.476124,1.9,7,6.4,0.633,1
1667,74.6,33.3,0.1,9252.11724,6.9,0,15.2,135.864,1
1668,74.2,32.8,0.1,1153.93822,7,0,14.7,0.328,1
1669,74.1,32.3,0.1,9637.265,7,0,14.7,0.323,2
1670,73.9,31.8,0.1,9291.227619,7.1,0,14.3,0.318,2
1671,73.6,31.3,0.1,9197.26972,7.1,0,14.1,94.839,1
1672,73.3,3.7,0.2,8.376432,7.2,0,14,10.915,1
1673,72.8,3.2,0.1,7318.12641,7.3,0,13.8,9.056,2
1674,72.7,29.7,0.1,83.635,7.4,0,13.6,73.953,2
1675,72.9,29.1,0.1,6574.654338,7.5,0,13.5,94.284,1
1676,71.8,28.6,0.1,5695.969327,7.6,0,13.4,106.678,2
1677,72.1,28,0.1,5116.45424,7.7,0,13,110.32,2
1678,71.9,27.5,0.1,5229.876738,7.8,0,12.8,114.4,1
1679,71.5,26.9,0.1,4623.347642,7.9,0,12.6,109.752,1
1680,71.5,26.4,0.1,3957.51296,7.9,0,12.5,109.296,1
1681,71.5,25.8,0.1,3792.182152,8,0,12.2,113.004,2
1682,71,25.3,0.1,3861.32414,8.1,0,12.1,116.38,2
1683,76.7,63.5,0.1,9143.128494,1.5,30,13.3,259.08,3
1684,76.6,62.8,0.1,1452.27766,1.6,31,13.1,330.328,2
1685,76.6,62.1,0.1,1298.86766,1.6,32,12.9,324.783,3
1686,76.3,61.5,0.1,982.532572,1.6,33,12.7,325.335,2
1687,76.1,6.8,0.1,9834.472689,1.6,34,12.6,36.04,1
1688,75.6,6.1,0.1,8959.581416,1.6,35,12.5,31.781,3
1689,75.7,59.4,0.1,7748.12331,1.7,36,12.5,313.038,3
1690,75.6,58.7,0.1,9689.52887,1.7,37,12.3,314.632,3
1691,76,57.9,0.1,933.341687,1.7,38,12.3,309.765,3
1692,75.8,57.2,0.1,8767.92258,1.8,40,12.2,292.292,2
1693,75.3,56.4,0.1,7986.798439,1.8,42,12.2,278.052,3
1694,75.4,55.7,0.1,7199.59665,1.8,44,12.1,272.93,3
1695,75,54.9,0.1,6751.998987,1.9,46,11.9,267.912,2
1696,75,54.1,0.1,716.8219,1.9,49,11.6,258.057,2
1697,75,53.2,0.1,731.378864,1.9,52,11.6,258.552,1
1698,74.8,52.4,0.1,672.92113,2,55,11.4,261.476,3
1716,68.8,52.7,0.1,3944.1839,2.2,1,14.8,215.016,2
1717,68.4,51.5,0.1,4181.583321,2.2,1,14.8,0.515,2
1718,68.1,5.4,0.1,4385.379355,2.2,1,14.7,0.054,1
1719,67.8,49.2,0.1,4368.82248,2.2,1,14.7,0.492,2
1720,67.3,48,0.1,3769.595255,2.2,1,14.6,0.48,2
1721,66.3,46.9,0.1,265.353659,2.2,1,14.3,272.02,1
1722,66.9,45.9,0.1,1717.898761,2.2,1,13.8,211.599,2
1723,67.4,44.9,0.1,2139.625631,2.2,2,13.4,191.274,2
1724,65.9,43.9,0.1,1634.81431,2.2,2,13,166.381,1
1725,65,43,0.1,1334.651896,2.2,2,12.7,125.13,1
1726,64.5,42.1,0.1,998.8226671,2.3,2,11.8,115.775,2
1727,64,41.3,0.1,797.8377432,2.3,2,11.2,72.275,2
1728,64,4.5,0.1,646.561295,2.4,2,10.5,5.895,2
1729,63.8,39.8,0.1,571.51883,2.4,2,10.1,96.714,2
1730,63.2,39.1,0.1,524.145924,2.5,2,9.4,112.217,2
1731,62.8,38.5,0.1,474.2133361,2.6,2,8.9,107.415,2
1732,76.1,61.8,0.1,6461.192554,1.8,0,15.1,252.144,2
1733,75.9,61.3,0.1,7378.345289,1.8,0,15.1,0.613,1
1734,75.8,6.7,0.1,7186.429787,1.8,0,15.1,0.067,1
1735,75.6,6.2,0.1,6586.71929,1.9,0,15.1,0.062,1
1736,75.4,59.7,0.1,7318.742449,1.9,0,15.1,391.632,1
1737,75.3,59.1,0.1,6682.281158,2,0,15,387.696,2
1738,75,58.5,0.1,6698.79439,2,0,14.6,377.325,2
1739,74.6,57.8,0.1,7325.73474,2.1,0,14.2,356.626,2
1740,74.2,57.2,0.1,5957.145693,2.1,0,13.6,284.856,2
1741,73.8,56.5,0.1,4383.59597,2.2,0,13.2,303.97,1
1748,74.3,58.5,0.1,2847.285569,6.4,17,12.1,238.68,2
1749,74.1,57.5,0.1,3154.513484,6.4,18,12.1,24.725,2
1750,73.9,56.5,0.1,3111.762887,6.4,18,12.1,25.425,3
1751,73.6,55.5,0.1,294.746728,6.3,19,11.6,30.525,3
1752,73.3,54.6,0.1,339.91616,6.3,19,11.2,29.484,3
1753,72.8,53.6,0.1,2834.2472,6.3,20,10.7,30.016,2
1754,72.3,52.7,0.1,2861.5545,6.4,20,10.5,32.674,3
1755,71.8,51.7,0.1,2884.94776,6.4,21,10.3,26.367,3
1756,71.4,5.8,0.1,2494.353552,6.4,21,10,3.248,3
1757,71,49.9,0.1,2191.478567,6.4,22,10,28.942,2
1758,77,49.1,0.1,213.755559,6.5,22,9.8,23.077,1
1759,72,48.2,0.1,1948.812275,6.5,23,9.6,26.992,2
1760,69.9,47.3,0.1,1721.973863,6.6,24,9.3,27.434,3
1761,69.5,46.5,0.1,1413.757176,6.6,25,8.8,21.39,3
1762,69,45.7,0.1,1336.775376,6.7,26,8.5,21.022,3
1763,68.6,44.8,0.1,1332.382358,6.7,27,8,20.16,3
1764,57.6,22.6,3.9,528.3125597,3.6,60,9.1,92.208,1
1765,56.7,22.2,4.1,623.2871141,3.6,61,9.1,0.222,3
1766,55.3,21.8,5.1,65.985681,3.6,62,9.1,25.288,3
1767,54.8,21.3,6.9,566.513873,3.6,64,9.2,25.347,2
1768,54.3,2.9,9.6,526.5313517,3.7,66,9.5,2.726,1
1769,54,2.5,10.8,419.2258149,3.7,69,9.3,2.4,2
1770,53.8,2.1,11.3,463.852618,3.7,70,9.2,2.478,2
1771,53.2,19.7,12.6,53.127719,3.7,72,8.8,29.156,3
1772,52.1,19.3,14.1,422.1461573,3.8,74,8.2,19.879,3
1773,51.2,18.9,16.3,385.7567141,3.8,78,7.9,22.68,3
1774,58,18.5,16.2,369.1545359,3.9,80,7.3,22.755,1
1775,54,18.1,15.9,336.3318145,3.9,82,7,27.874,1
1776,51,17.7,15.3,283.8911588,4,85,6.7,29.736,3
1777,49.8,17.3,14.5,262.884551,4,87,6.2,37.368,3
1778,49.5,16.9,13.4,256.4414872,4.1,90,5.8,35.321,3
1779,49,16.5,12.2,277.6486591,4.2,93,5.4,18.81,2
1780,66.6,23.8,0.3,1194.59137,12.8,39,9.1,97.104,3
1781,66.4,22.9,0.3,1262.893782,12.9,40,9.1,0.229,3
1782,66.2,22.1,0.4,1168.83947,12.9,42,9.1,15.47,3
1783,65.9,21.3,0.5,1171.58257,13,44,9.1,11.715,3
1784,65.6,2.5,0.5,1186.423937,13,47,9.1,0.825,2
1785,65.4,19.8,0.5,987.7365832,13.1,49,8.8,5.94,3
1786,65.2,19.1,0.6,741.777116,13.1,52,8.5,5.348,1
1787,59.2,18.3,0.6,643.951373,13.2,59,8.2,5.49,3
1788,64.5,17.6,0.6,41.451,13.2,58,8.1,4.576,3
1789,64.2,17,0.6,296.97284,13.2,61,8,4.76,3
1790,63.9,16.4,0.5,247.24276,13.2,64,7.9,4.592,3
1791,63.5,15.7,0.5,219.8156688,13.3,66,7.8,6.908,2
1792,63.2,15.2,0.5,219.782326,13.3,69,7.7,6.08,3
1793,62.8,14.6,0.4,143.77651,13.3,71,7.6,5.986,2
1794,62.5,14.1,0.4,138.9249275,13.3,72,7.6,5.358,3
1795,62.1,13.6,0.4,193.187484,13.3,73,7.5,4.76,3
1796,65.8,35.7,2.1,4737.66996,8.2,2,11.7,145.656,2
1797,65.9,34.9,2.2,5421.343953,8.6,2,11.7,0.349,1
1798,66.1,34.1,2.5,5488.131712,9,3,11.6,0.341,1
1799,65.8,33.3,3.7,5749.44752,9.5,3,11.5,0.333,2
1800,64.3,32.5,4.7,56.971392,9.9,3,11.5,254.8,2
1801,63,31.8,6.2,5191.58381,1.4,3,11.4,241.044,1
1802,62.4,31,8.7,4153.497885,1.9,3,11.4,247.69,1
1803,61.7,3.2,11.7,429.6561,11.5,3,11.3,20.096,1
1804,60,29.4,15.2,422.51968,12,3,11.3,150.528,1
1805,57,28.7,19.2,3881.29535,12.6,3,11.4,141.778,1
1806,55.1,27.9,22.1,3573.146387,13.1,3,11.6,136.431,1
1807,54.7,27.2,24,3288.257373,13.7,3,11.7,130.56,1
1808,55,26.5,24.7,2482.36862,14.2,3,11.7,139.92,2
1809,55.7,25.8,24.6,1713.47594,14.7,3,11.8,131.322,2
1810,56.5,25.1,23.9,1834.29486,15.2,3,11.7,127.759,2
1811,57.4,24.5,22.8,257.99557,15.7,3,11.5,140.385,2
1813,69.2,19.1,0.1,743.7653489,15.7,17,12.2,77.928,3
1814,69.6,18.5,0.1,76.2386977,15.9,18,12.4,0.185,3
1815,69.3,18,0.1,688.6172788,16.1,19,12.3,4.86,2
1816,68.9,17.4,0.2,681.7925868,16.3,20,12.3,4.524,3
1817,68.4,16.9,0.2,692.1166842,16.5,22,12,4.563,3
1818,68,16.4,0.2,592.1835216,16.7,23,11.1,3.936,2
1819,67.5,15.9,0.2,48.7299,16.9,25,10.5,3.498,2
1820,67,15.4,0.2,473.844449,17,27,10.1,3.234,3
1821,66.6,14.9,0.2,393.8843518,17.2,29,10,2.98,3
1822,66,14.4,0.2,348.6314534,17.4,31,9.6,2.88,2
1823,65.4,13.9,0.2,317.89198,17.6,33,9.4,2.78,2
1824,64.7,13.4,0.2,287.4156,17.8,35,9.3,2.814,2
1825,64.3,12.9,0.1,253.72412,18,38,9.2,2.58,2
1826,63.1,12.4,0.1,246.375621,18.2,40,8.6,2.356,3
1827,63.2,11.9,0.1,248.6183539,18.3,43,9,1.071,3
1828,62.5,11.4,0.1,231.42554,18.5,46,8.9,0.912,2
1829,81.9,62.1,0.1,44292.88473,1,1,18.1,253.368,3
1830,81.7,61.6,0.1,52157.4687,1,1,18.1,0.616,1
1831,81.4,61,0.1,51574.48942,1,1,18.1,529.48,2
1832,81.1,6.5,0.1,49474.7561,1,1,18.1,58.825,3
1833,81.1,59.9,0.1,5354.6536,1,1,17.2,536.704,2
1834,88,59.3,0.1,5338.25483,1,1,17,553.269,3
1835,86,58.6,0.1,519.349,1,1,16.9,540.878,2
1836,83,57.9,0.1,56928.8248,1,1,16.8,556.998,3
1837,82,57.3,0.1,51241.31562,1,1,16.6,546.069,3
1838,79.8,56.5,0.1,44453.97119,1,1,16.5,553.135,2
1839,79.4,55.8,0.1,41577.169,1,1,16.4,540.702,3
1840,79.2,55,0.1,39954.64222,1,1,16.5,525.8,3
1841,78.7,54.2,0.1,35245.1647,1.1,1,16.5,518.152,2
1842,78.4,53.4,0.1,28817.32321,1.1,1,16.9,516.912,3
1843,78.3,52.6,0.1,26584.12169,1.1,1,16.7,523.37,1
1844,78.1,51.8,0.1,25921.12794,1.1,1,16.5,521.108,3
1861,74.8,54,0.1,295.966488,1.8,2,11.7,220.32,1
1862,74.5,53.2,0.1,1975.46477,1.8,2,11.6,188.86,2
1863,73.9,52.4,0.1,1847.19849,1.8,2,11.5,187.592,3
1864,73.9,51.7,0.1,1792.3845,1.8,2,11.5,187.671,2
1865,74.5,5.9,0.1,1682.957924,1.8,3,11.5,20.001,1
1866,73.2,5.2,0.1,1526.497938,1.9,3,11.4,17.576,3
1867,73.2,49.4,0.2,1464.497754,1.9,3,11.3,165.984,3
1868,72.5,48.6,0.2,1518.85386,1.9,3,11.1,176.904,2
1869,72.5,47.9,0.2,1344.31871,2,3,11,183.457,2
1870,73,47.1,0.3,124.992617,2,3,11,173.799,2
1871,71.2,46.4,0.3,1175.116225,2,3,11,171.68,3
1872,71,45.7,0.3,191.55157,2.1,4,11,174.117,1
1873,76,44.9,0.3,115.565314,2.1,4,11,169.273,2
1874,75,44.2,0.4,11.147277,2.2,4,10.7,154.7,3
1875,73,43.5,0.4,143.6758,2.2,4,10.4,152.685,1
1876,73,42.8,0.4,116.2743,2.2,4,10.1,154.508,2
1877,61.8,19.3,0.4,358.99731,9.6,49,5.4,78.744,3
1878,61.4,18.9,0.5,43.646498,9.8,49,5.3,0.189,3
1879,69,18.5,0.6,416.14838,1,49,5.3,0.185,3
1880,63,18.1,0.7,391.515524,1.3,49,5.1,0.181,3
1881,59.4,17.7,0.7,375.5819866,1.5,50,4.8,2.655,2
1882,58.2,17.3,0.9,348.151511,1.7,50,4.5,2.076,3
1883,57.1,16.9,1.1,341.2894618,11,51,4.2,1.859,3
1884,56,16.5,1.3,354.8185998,11.2,52,4,1.98,3
1885,55.2,16.1,1.4,292.55962,11.4,53,3.8,1.61,3
1886,54.5,15.7,1.5,258.463873,11.6,54,3.7,1.727,2
1887,53.7,15.4,1.6,25.383731,11.9,55,3.5,1.694,3
1888,52.9,15,1.6,232.5661574,12.1,56,3.1,1.65,2
1889,52.1,14.6,1.6,215.8548,12.3,56,3,1.46,2
1890,51.4,14.3,1.6,177.828384,12.5,57,2.9,1.43,1
1891,56,13.9,1.6,165.257247,12.7,57,2.9,1.529,3
1892,50,13.6,1.5,158.455972,12.8,58,2.8,1.36,3
1893,54.5,25.4,3.7,2655.157977,9.8,483,10,103.632,3
1894,53.6,24.7,3.9,3221.678128,1.1,490,10,0.247,2
1895,53.2,24.1,3.9,2996.96432,1.4,498,9.8,200.03,3
1896,52.7,23.5,4.4,2755.297787,1.7,505,9.7,200.69,3
1897,52.3,22.8,4.7,2527.9423,11,513,9.6,199.5,3
1898,52,22.2,4.8,2327.3267,11.3,521,9.5,197.58,3
1899,51.6,21.6,4.9,197.661422,11.7,527,9.3,195.48,3
1900,59,21,5,1383.893354,12,536,9.2,195.3,2
1901,55,2.4,5.2,1136.829645,12.3,542,9.1,22.92,3
1902,49.8,19.9,5.3,119.743286,12.6,549,9,192.234,3
1903,49.2,19.3,5.4,87.8938738,12.9,556,8.9,187.403,3
1904,48.5,18.8,5.4,648.815852,13.2,563,8.5,183.488,3
1905,48.1,18.3,5.4,512.65719,13.5,567,8.1,178.425,3
1906,47.7,17.8,5.3,459.4572117,13.8,571,7.7,171.058,3
1907,47.4,17.3,5.1,351.7996666,14.1,574,8,165.734,3
1908,47.1,16.9,4.9,379.1193264,14.3,576,7.6,155.987,2
1910,81.8,61.2,0.1,7455.24654,0.8,0,17.7,365.364,2
1911,81.6,6.8,0.1,975.49856,0.8,0,17.7,41.208,3
1912,81.5,6.3,0.1,1291.435,0.8,0,17.5,39.123,2
1913,81.3,59.8,0.1,11563.727,0.7,0,17.6,371.358,2
1914,81.1,59.4,0.1,1574.9861,0.7,0,17.6,387.882,2
1915,81,58.9,0.1,87646.75346,0.7,0,17.4,388.151,3
1916,89,58.5,0.1,817.77681,0.7,0,17.4,390.78,3
1917,86,58,0.1,9688.5961,0.7,0,17.6,391.5,3
1918,85,57.5,0.1,85128.65759,0.7,0,17.6,379.5,2
1919,84,57,0.1,74114.69715,0.8,0,17.5,368.79,2
1920,81,56.5,0.1,66775.3944,0.8,0,17.6,359.905,3
1921,79.8,55.9,0.1,5757.26916,0.8,0,17.5,347.698,2
1922,79.4,55.3,0.1,5111.65445,0.8,0,17.1,334.012,3
1923,78.9,54.6,0.1,4361.1538,0.8,0,17.1,321.594,3
1924,78.8,54,0.1,38549.58934,0.8,0,17.5,296.46,3
1925,78.5,53.3,0.1,38146.71539,0.8,0,17.1,302.211,2
1942,66.4,25.4,0.1,1431.244865,19.2,352,8.1,103.632,3
1943,66.2,24.7,0.1,1316.98966,19.4,359,7.8,0.247,3
1944,66,23.9,0.1,1272.44161,19.6,365,7.7,0.956,3
1945,65.7,23.2,0.1,1261.28967,19.8,369,7.6,0.928,3
1946,65.5,22.5,0.1,1226.215314,2,371,7.5,0.9,3
1947,65.1,21.9,0.1,14.142268,2.2,372,7.5,0.876,2
1948,64.8,21.3,0.1,16.63999,2.5,371,7.3,0.639,2
1949,64.6,2.6,0.1,139.31288,2.7,369,7.3,0.078,3
1950,64.4,2.1,0.1,95.4327931,2.8,367,6.7,0.063,3
1951,64.2,19.5,0.1,873.772727,21,365,6.5,0.585,3
1952,62.9,18.9,0.1,711.4699463,21.2,364,6.1,0.756,3
1953,63.7,18.4,0.1,649.848233,21.4,364,5.6,0.184,1
1954,63.5,17.9,0.1,563.594342,21.6,366,5.6,0.179,2
1955,63.2,17.4,0.1,499.8633,21.8,371,5.5,0.174,3
1956,63,16.9,0.1,51.6568157,22,377,5.4,0.169,3
1957,62.8,16.4,0.1,533.8624114,22.2,385,5.3,0.328,3
1959,77.8,57.8,0.1,13134.4367,1.9,1,13,235.824,2
1960,77.6,57.1,0.1,12593.7374,1.9,1,13,384.854,1
1961,77.5,56.3,0.1,11685.97983,1.9,1,12.9,387.907,2
1962,77.2,55.6,0.1,1589.82713,1.9,1,12.8,386.42,2
1963,77.3,54.9,0.1,927.723171,2,1,12.9,378.81,1
1964,76.5,54.2,0.1,7937.259931,2,1,12.8,376.148,2
1965,76.8,53.4,0.1,7429.628274,2,1,12.8,366.858,2
1966,76.5,52.7,0.1,6973.9284,2,1,12.8,355.198,2
1967,76.4,51.9,0.2,668.8667,2.1,1,12.9,319.704,1
1968,76.2,51.1,0.1,5348.518399,2.1,1,12.9,292.292,1
1969,75.8,5.3,0.1,4916.54886,2.1,1,12.9,29.309,1
1970,75.8,49.5,0.2,4591.892776,2.2,1,12.8,281.655,2
1971,75.5,48.6,0.1,4267.13578,2.2,1,12.8,268.272,1
1972,75.7,47.8,0.2,4126.14671,2.3,1,12.6,263.856,2
1973,75.5,46.9,0.1,446.372833,2.3,2,12.4,254.667,1
1974,75.7,45.9,0.2,46.29935,2.4,2,12.1,256.122,1
1976,62.7,47.9,0.7,2182.716565,1.3,10,10,0.479,3
1977,62.4,47.2,0.8,229.95364,1.3,10,10,0.472,3
1978,62.2,46.4,1,271.318741,1.3,10,9.9,0.464,2
1979,62,45.7,1,177.867119,1.3,10,9.9,40.216,3
1980,61.8,44.9,1.1,1366.879112,1.4,10,9.6,35.471,2
1981,61.6,44.2,1.1,1166.66337,1.4,11,9.2,36.244,3
